market,language,keyword,english,concept,volume,recent,cpc,kd,intent,variant_of
de-de,de,notebooklm preis,,nlm-price,210,210,1.12,5,comm,
de-de,de,notebooklm pricing,en,nlm-price,210,210,0.83,41,comm,
de-de,de,privategpt,en,tools,210,140,3.43,4,info,
de-de,de,ai for pdf,en,rag-docs,170,90,2.39,44,info,
de-de,de,datenschutzkonforme ki,,compliance,170,170,6.56,0,comm,
de-de,de,dsgvo ki,,compliance,170,170,6.27,11,info,
de-de,de,notebooklm datenschutz,,nlm-privacy,170,110,0,0,nav,
de-de,de,offline ai,en,offline,170,170,3.51,8,info,
de-de,de,private gpt,en,tools,170,140,3.02,7,info,
de-de,de,run llm locally,en,local,170,170,8.29,16,info,
de-de,de,self hosted llm,en,self-hosted,170,140,2.4,11,info,
de-de,de,self-hosted llm,en,self-hosted,170,140,3.01,11,info,self hosted llm
de-de,de,is notebooklm free,en,nlm-price,140,140,0.8,42,info,
de-de,de,ki selbst hosten,,self-hosted,140,140,3.01,0,comm,
de-de,de,notebooklm desktop app,en,nlm-download,140,140,1.23,20,nav,
de-de,de,notebooklm windows app,en,nlm-download,140,90,0,13,nav,
de-de,de,self hosted ai,en,self-hosted,140,140,3.51,10,comm,
de-de,de,ai knowledge base,en,rag-docs,110,90,28.26,42,info,
de-de,de,notebooklm enterprise,en,nlm-switch,110,70,2.81,0,nav,
de-de,de,notebooklm limits,en,nlm-price,110,90,0,17,info,
de-de,de,notebooklm mac app,en,nlm-download,110,110,1.51,20,nav,
de-de,de,pdf to podcast,en,podcast,110,50,2.32,0,info,
de-de,de,private llm,en,private,110,70,3.19,0,info,
de-de,de,secure ai,en,compliance,110,90,9.3,22,comm,
de-de,de,ki dsgvo,,compliance,90,70,6.52,10,info,
de-de,de,llm lokal,,local,90,90,9.84,0,info,
de-de,de,notebooklm plus,en,nlm-price,90,50,0,27,trans,
de-de,de,sichere ki,,compliance,90,90,3.35,11,info,
de-de,de,ai for lawyers,en,legal,70,50,30.36,20,comm,
de-de,de,ai research assistant,en,research,70,30,5.27,64,info,
de-de,de,llm lokal betreiben,,local,70,70,2.12,,nav,
de-de,de,local rag,en,rag-docs,70,70,0,0,info,
de-de,de,notebooklm herunterladen,,nlm-download,70,70,2.12,9,trans,
de-de,de,notebooklm vs chatgpt,en,nlm-alternative,70,50,0,0,info,
de-de,de,private ki,,private,70,70,2.88,0,info,
de-de,de,second brain ai,en,pkm,70,70,3.15,7,info,
de-de,de,ki offline,,offline,50,50,0,0,info,
de-de,de,ki wissensdatenbank,,rag-docs,50,50,13.09,,info,
de-de,de,local chatgpt,en,local,50,30,0,4,info,
de-de,de,offline chatgpt,en,offline,50,30,0,6,info,
de-de,de,on premise ai,en,on-prem,50,40,7.36,0,comm,
de-de,de,on premise ki,,on-prem,50,50,10.67,0,info,
de-de,de,on-premise ki,,on-prem,50,50,5.21,0,info,on premise ki
de-de,de,notebooklm open source alternative,en,nlm-switch,40,30,0,,nav,
de-de,de,on prem llm,en,on-prem,40,30,8.77,,nav,
de-de,de,private ai chatbot,en,private,40,40,3.62,,comm,
de-de,de,khoj ai,en,tools,30,30,4.07,,info,
de-de,de,ki podcast generator,,podcast,30,20,6.28,,info,
de-de,de,local notebooklm,en,nlm-switch,30,20,0,13,nav,
de-de,de,notebooklm offline,en,nlm-switch,30,20,0,,nav,
de-de,de,notebooklm privacy,en,nlm-privacy,30,10,0,,nav,
de-de,de,run llama locally,en,local,30,10,7.19,9,nav,
de-de,de,ai document analysis,en,rag-docs,20,10,0,,info,
de-de,de,ki dokumente analysieren,,rag-docs,20,20,8.51,,info,
de-de,de,notebooklm audio overview,en,podcast,20,20,1.34,,nav,
de-de,de,notebooklm data privacy,en,nlm-privacy,20,10,0,,nav,
de-de,de,notebooklm linux,en,nlm-download,20,20,0,,nav,
de-de,de,notebooklm vs obsidian,en,nlm-alternative,20,20,0,,info,
de-de,de,private chatgpt,en,private,20,10,4.48,,nav,
de-de,de,self hosted chatgpt,en,self-hosted,20,10,0,6,comm,
de-de,de,ai for legal documents,en,legal,10,10,0,,comm,
de-de,de,ai that works offline,en,offline,10,10,0,,info,
de-de,de,chat mit pdf,,rag-docs,10,10,3.11,,info,
de-de,de,chat with documents locally,en,rag-docs,10,0,0,,nav,
de-de,de,chat with your documents,en,rag-docs,10,10,0,,nav,
de-de,de,notebooklm for business,en,nlm-switch,10,10,0,,trans,
de-de,de,notes to podcast,en,podcast,10,10,1.4,,info,
de-de,de,open source chatgpt alternative,en,open-source,10,10,0,22,comm,
de-de,de,ki ohne cloud,,offline,0,0,0,,info,
es-es,es,notebooklm,en,nlm-head,823000,823000,1.81,15,trans,
es-es,es,ollama,en,tools,22200,22200,2.05,18,info,
es-es,es,lm studio,en,tools,9900,9900,2.47,19,nav,
es-es,es,notebooklm app,en,nlm-download,1900,880,2.84,30,trans,
es-es,es,notebooklm en español,,nlm-lang,1900,1000,1.94,25,nav,
es-es,es,open webui,en,tools,1900,1900,3.26,13,nav,
es-es,es,anythingllm,en,tools,1600,1600,3.94,19,info,
es-es,es,librechat,en,tools,880,880,1.9,0,nav,
es-es,es,notebooklm español,,nlm-lang,880,590,1.09,23,nav,
es-es,es,notebooklm gratis,,nlm-price,880,880,1.22,66,trans,
es-es,es,gpt4all,en,tools,720,320,1.96,15,info,
es-es,es,msty,en,tools,590,260,1.99,15,info,
es-es,es,ia para abogados,,legal,390,390,5.29,15,info,
es-es,es,jan ai,en,tools,390,390,0.75,10,info,
es-es,es,notebooklm descargar,,nlm-download,390,210,0.9,18,trans,
es-es,es,descargar notebooklm,,nlm-download,320,140,0.38,20,trans,
es-es,es,ia local,,local,320,320,2.56,0,info,
es-es,es,local ai,en,local,320,320,2.45,24,nav,
es-es,es,notebooklm podcast,en,podcast,320,90,1.5,1,nav,
es-es,es,notebooklm precio,,nlm-price,320,140,0.62,0,comm,
es-es,es,notebooklm pro,en,nlm-price,320,90,1.9,24,comm,
es-es,es,open notebook,en,tools,320,320,0,29,info,
es-es,es,obsidian ai,en,pkm,260,260,8.83,19,info,
es-es,es,open source ai,en,open-source,260,260,3.61,47,info,
es-es,es,ai podcast generator,en,podcast,210,30,1.79,14,comm,
es-es,es,local llm,en,local,210,170,3.59,17,nav,
es-es,es,notebooklm api,en,nlm-other,210,90,0,9,info,
es-es,es,ia en local,,local,170,170,4.46,0,nav,
es-es,es,ia privada,,private,170,170,1.88,0,info,
es-es,es,ia open source,,open-source,140,140,5.29,32,info,
es-es,es,notebooklm plus,en,nlm-price,140,90,1.92,25,trans,
es-es,es,obsidian ia,,pkm,140,140,7.26,,info,
es-es,es,ia para documentos,,rag-docs,110,70,1.38,4,info,
es-es,es,llm local,,local,110,110,0.7,1,nav,
es-es,es,podcast con ia,,podcast,110,110,2.77,2,info,
es-es,es,notebooklm download,en,nlm-download,90,70,0,,trans,
es-es,es,open source llm,en,open-source,90,90,4.46,33,info,
es-es,es,private ai,en,private,90,90,2.23,,info,
es-es,es,privategpt,en,tools,90,40,0,20,info,
es-es,es,best local llm,en,local,70,70,0,,info,
es-es,es,chat with pdf,en,rag-docs,70,10,0.16,30,info,
es-es,es,notebooklm alternatives,en,nlm-alternative,70,50,35.59,,info,
es-es,es,notebooklm enterprise,en,nlm-switch,70,50,5.02,,nav,
es-es,es,notebooklm opiniones,,nlm-other,70,40,0,,info,
es-es,es,onyx ai,en,tools,70,70,0,,trans,
es-es,es,ia offline,,offline,50,40,0,,info,
es-es,es,ia soberana,,sovereign,50,50,0,,info,
es-es,es,local ai models,en,local,50,50,2.29,,comm,
es-es,es,chat con pdf,,rag-docs,40,20,0,0,info,
es-es,es,ia sin internet,,offline,40,30,0,,info,
es-es,es,notebooklm vs chatgpt,en,nlm-alternative,40,10,0,,info,
es-es,es,pdf to podcast,en,podcast,40,10,0,,info,
es-es,es,secure ai,en,compliance,40,40,0,,comm,
es-es,es,ai for lawyers,en,legal,30,20,9.17,18,comm,
es-es,es,generador de podcast ia,,podcast,30,10,0.54,,nav,
es-es,es,notebooklm limits,en,nlm-price,30,30,0,,info,
es-es,es,notebooklm open source,,nlm-switch,30,30,0,,nav,
es-es,es,offline ai,en,offline,30,30,0,,info,
es-es,es,ai knowledge base,en,rag-docs,20,20,24.35,,info,
es-es,es,ia de código abierto,,open-source,20,20,3.54,,info,
es-es,es,llm en local,,local,20,10,0.15,17,nav,
es-es,es,second brain ai,en,pkm,20,20,0,,info,
es-es,es,self hosted ai,en,self-hosted,20,20,0,,comm,
es-es,es,self hosted llm,en,self-hosted,20,10,0,,info,
es-es,es,ai for legal documents,en,legal,10,10,21.77,,comm,
es-es,es,ai research assistant,en,research,10,10,0,,info,
es-es,es,chat with your documents,en,rag-docs,10,0,0,,nav,
es-es,es,chatgpt on premise,en,on-prem,10,10,0,,info,
es-es,es,hipaa compliant ai,en,compliance,10,0,0,,nav,
es-es,es,local chatgpt,en,local,10,10,0,,info,
es-es,es,notebooklm audio overview,en,podcast,10,10,0,,nav,
es-es,es,notebooklm for business,en,nlm-switch,10,10,0,,trans,
es-es,es,notebooklm vs obsidian,en,nlm-alternative,10,10,0,,info,
es-es,es,notebooklm vs perplexity,en,nlm-alternative,10,10,0,,info,
es-es,es,run llama locally,en,local,10,10,0,,nav,
es-es,es,segundo cerebro ia,,pkm,10,10,0,,info,
es-es,es,self hosted chatgpt,en,self-hosted,10,0,0,,comm,
fr-fr,fr,notebooklm,en,nlm-head,301000,301000,3.47,10,trans,
fr-fr,fr,ollama,en,tools,33100,33100,2.63,23,info,
fr-fr,fr,lm studio,en,tools,14800,14800,4.67,0,nav,
fr-fr,fr,open webui,en,tools,3600,3600,2.72,8,nav,
fr-fr,fr,anythingllm,en,tools,2900,2900,4.43,10,info,
fr-fr,fr,librechat,en,tools,1900,1900,5.87,4,nav,
fr-fr,fr,notebooklm gratuit,,nlm-price,1900,1900,1.63,7,trans,
fr-fr,fr,gpt4all,en,tools,880,590,1.97,10,info,
fr-fr,fr,ia open source,,open-source,880,880,2.92,0,info,
fr-fr,fr,local ai,en,local,720,720,3.43,15,nav,
fr-fr,fr,msty,en,tools,720,320,4.01,9,info,
fr-fr,fr,notebooklm en français,,nlm-lang,720,390,2.46,12,nav,
fr-fr,fr,ia locale,,local,590,590,6.32,0,info,
fr-fr,fr,podcast ia,,podcast,590,390,1.37,0,info,
fr-fr,fr,ia souveraine,,sovereign,480,480,3.28,0,info,
fr-fr,fr,jan ai,en,tools,480,480,2.66,11,info,
fr-fr,fr,open notebook,en,tools,480,480,0,21,info,
fr-fr,fr,llm local,,local,390,390,4.17,0,nav,
fr-fr,fr,local llm,en,local,390,390,4.71,0,nav,
fr-fr,fr,notebooklm app,en,nlm-download,390,390,5.66,14,trans,
fr-fr,fr,open source ai,en,open-source,390,390,4.84,57,info,
fr-fr,fr,obsidian ai,en,pkm,320,320,4.6,13,info,
fr-fr,fr,ia en local,,local,260,260,2.29,0,nav,
fr-fr,fr,notebooklm api,en,nlm-other,260,110,0,25,info,
fr-fr,fr,notebooklm pro,en,nlm-price,260,40,5.44,13,comm,
fr-fr,fr,open source llm,en,open-source,210,210,2.6,37,info,
fr-fr,fr,best local llm,en,local,170,170,1.7,14,info,
fr-fr,fr,notebooklm podcast,en,podcast,170,110,2.13,0,nav,
fr-fr,fr,notebooklm prix,,nlm-price,170,70,4.39,0,comm,
fr-fr,fr,onyx ai,en,tools,170,170,0,24,trans,
fr-fr,fr,ia rgpd,,compliance,140,140,7.23,6,info,
fr-fr,fr,obsidian ia,,pkm,140,140,2.43,10,info,
fr-fr,fr,ai podcast generator,en,podcast,110,70,2.54,6,comm,
fr-fr,fr,chat with pdf,en,rag-docs,110,30,0.37,30,info,
fr-fr,fr,notebooklm avis,,nlm-other,110,90,0,0,info,
fr-fr,fr,notebooklm download,en,nlm-download,110,110,2.55,12,trans,
fr-fr,fr,notebooklm pricing,en,nlm-price,110,70,5.66,11,comm,
fr-fr,fr,private ai,en,private,110,110,2.49,26,info,
fr-fr,fr,privategpt,en,tools,110,40,0,5,info,
fr-fr,fr,rgpd ia,,compliance,110,110,10.3,3,nav,
fr-fr,fr,ia pour avocats,,legal,90,90,8.84,8,comm,
fr-fr,fr,llm en local,,local,90,90,0.31,0,nav,
fr-fr,fr,notebooklm alternative,en,nlm-alternative,90,90,0,0,info,
fr-fr,fr,notebooklm français,,nlm-lang,90,50,5.77,31,nav,
fr-fr,fr,télécharger notebooklm,,nlm-download,90,70,4.69,0,trans,
fr-fr,fr,ia hors ligne,,offline,70,50,0.56,0,nav,
fr-fr,fr,notebooklm plus,en,nlm-price,70,30,3.32,20,trans,
fr-fr,fr,private gpt,en,tools,70,40,0.55,8,info,
fr-fr,fr,run llm locally,en,local,70,40,5.86,8,info,
fr-fr,fr,secure ai,en,compliance,70,70,28.43,,comm,
fr-fr,fr,self-hosted llm,en,self-hosted,70,70,0,1,info,
fr-fr,fr,générateur de podcast ia,,podcast,50,10,1.08,,info,
fr-fr,fr,ia privée,,private,50,50,2.88,,info,
fr-fr,fr,local ai models,en,local,50,50,2.41,,comm,
fr-fr,fr,notebooklm open source,,nlm-switch,50,40,0,,nav,
fr-fr,fr,notebooklm télécharger,,nlm-download,50,30,1.06,,trans,
fr-fr,fr,offline ai,en,offline,50,40,0,,info,
fr-fr,fr,self hosted ai,en,self-hosted,50,50,2.8,,comm,
fr-fr,fr,ia sécurisée,,compliance,40,40,4.49,,info,
fr-fr,fr,notebooklm enterprise,en,nlm-switch,40,30,3.49,,nav,
fr-fr,fr,pdf to podcast,en,podcast,40,10,1.53,,info,
fr-fr,fr,ai document analysis,en,rag-docs,30,10,8.14,,info,
fr-fr,fr,ai for lawyers,en,legal,30,20,5.22,16,comm,
fr-fr,fr,ai knowledge base,en,rag-docs,30,30,31.39,,info,
fr-fr,fr,ia confidentielle,,private,30,20,0,,info,
fr-fr,fr,installer un llm en local,,local,30,30,0,,trans,
fr-fr,fr,local rag,en,rag-docs,30,30,0,,info,
fr-fr,fr,notebooklm limits,en,nlm-price,30,10,0,,nav,
fr-fr,fr,private ai chatbot,en,private,30,30,0.49,,trans,
fr-fr,fr,second brain ai,en,pkm,30,30,11.18,,info,
fr-fr,fr,ai research assistant,en,research,20,10,3.19,,info,
fr-fr,fr,faire tourner un llm en local,,local,20,20,0,,trans,
fr-fr,fr,khoj ai,en,tools,20,20,0,,info,
fr-fr,fr,local chatgpt,en,local,20,10,0,0,info,
fr-fr,fr,local notebooklm,en,nlm-switch,20,20,0,,nav,
fr-fr,fr,notebooklm desktop app,en,nlm-download,20,10,0,,nav,
fr-fr,fr,notebooklm for mac,en,nlm-download,20,10,2.41,,trans,
fr-fr,fr,notebooklm privacy,en,nlm-privacy,20,10,0,,nav,
fr-fr,fr,notebooklm rgpd,,nlm-privacy,20,10,0,,nav,
fr-fr,fr,notebooklm vs chatgpt,en,nlm-alternative,20,10,0,,info,
fr-fr,fr,second cerveau ia,,pkm,20,20,0,,info,
fr-fr,fr,ai for legal documents,en,legal,10,0,0,,comm,
fr-fr,fr,ai without internet,en,offline,10,10,0,,info,
fr-fr,fr,chat avec pdf,,rag-docs,10,10,0,0,info,
fr-fr,fr,chat with your documents,en,rag-docs,10,0,0,,nav,
fr-fr,fr,chatgpt on premise,en,on-prem,10,10,0,,info,
fr-fr,fr,ia auto-hébergée,,self-hosted,10,10,3.07,,nav,
fr-fr,fr,notebooklm alternative free,en,nlm-alternative,10,0,0,,comm,
fr-fr,fr,notebooklm data privacy,en,nlm-privacy,10,10,0,,nav,
fr-fr,fr,notebooklm offline,en,nlm-switch,10,10,0,,nav,
fr-fr,fr,notebooklm vs obsidian,en,nlm-alternative,10,10,0,,info,
fr-fr,fr,notebooklm windows app,en,nlm-download,10,10,0,,nav,
fr-fr,fr,offline chatgpt,en,offline,10,10,0,,info,
fr-fr,fr,on prem llm,en,on-prem,10,10,0,,nav,
fr-fr,fr,on premise ai,en,on-prem,10,10,0,,comm,
fr-fr,fr,open source chatgpt alternative,en,open-source,10,10,0,,comm,
fr-fr,fr,private chatgpt,en,private,10,10,0,,nav,
fr-fr,fr,ia conforme rgpd,,compliance,0,0,0,,info,
gb-en,en,notebooklm,en,nlm-head,165000,110000,0.62,57,trans,
gb-en,en,ollama,en,tools,27100,27100,2.26,43,info,
gb-en,en,lm studio,en,tools,9900,9900,7.34,21,nav,
gb-en,en,open webui,en,tools,2400,2400,5.31,31,nav,
gb-en,en,sovereign ai,en,sovereign,2400,2400,13.28,22,info,
gb-en,en,anythingllm,en,tools,1600,1600,6.54,15,info,
gb-en,en,librechat,en,tools,1300,1300,7.95,22,nav,
gb-en,en,msty,en,tools,1300,720,8.48,5,info,
gb-en,en,open source ai,en,open-source,1000,1000,4.73,41,info,
gb-en,en,ai podcast generator,en,podcast,880,590,3.64,14,comm,
gb-en,en,local llm,en,local,880,880,7.8,30,nav,
gb-en,en,obsidian ai,en,pkm,880,880,7.55,18,info,
gb-en,en,gpt4all,en,tools,720,320,3.04,10,info,
gb-en,en,local ai,en,local,720,720,4.61,36,nav,
gb-en,en,notebooklm app,en,nlm-download,720,480,2.88,44,trans,
gb-en,en,is notebooklm free,en,nlm-price,590,480,2.46,35,info,
gb-en,en,jan ai,en,tools,590,590,3.4,12,info,
gb-en,en,open notebook,en,tools,590,390,0,47,info,
gb-en,en,ai for lawyers,en,legal,390,320,18.36,6,comm,
gb-en,en,open source llm,en,open-source,390,390,3.62,45,info,
gb-en,en,private ai,en,private,390,390,4.06,13,info,
gb-en,en,best local llm,en,local,320,320,2.7,23,info,
gb-en,en,notebooklm pricing,en,nlm-price,320,210,4.99,0,comm,
gb-en,en,local ai models,en,local,260,260,6.11,29,comm,
gb-en,en,notebooklm api,en,nlm-other,260,140,0,21,info,
gb-en,en,ai for pdf,en,rag-docs,210,110,2.99,30,info,
gb-en,en,secure ai,en,compliance,210,210,13.72,38,comm,
gb-en,en,self hosted ai,en,self-hosted,210,170,10.35,16,comm,
gb-en,en,notebooklm alternative,en,nlm-alternative,170,110,0,0,info,
gb-en,en,notebooklm alternatives,en,nlm-alternative,170,90,4.75,0,info,notebooklm alternative
gb-en,en,notebooklm download,en,nlm-download,170,170,1.96,37,trans,
gb-en,en,notebooklm pro,en,nlm-price,170,40,20.37,37,comm,
gb-en,en,onyx ai,en,tools,170,170,4.78,16,trans,
gb-en,en,private llm,en,private,170,170,3.75,10,info,
gb-en,en,self hosted llm,en,self-hosted,170,170,7.77,2,info,
gb-en,en,self-hosted llm,en,self-hosted,170,110,5.56,2,info,self hosted llm
gb-en,en,ai research assistant,en,research,140,110,4.86,52,info,
gb-en,en,chat with pdf,en,rag-docs,140,50,2.43,23,info,
gb-en,en,notebooklm podcast,en,podcast,140,90,3.2,35,nav,
gb-en,en,ai knowledge base,en,rag-docs,110,90,17.7,24,info,
gb-en,en,private ai chatbot,en,private,110,110,1.34,38,comm,
gb-en,en,privategpt,en,tools,110,50,6.21,10,info,
gb-en,en,notebooklm plus,en,nlm-price,90,40,3.43,41,trans,
gb-en,en,pdf to podcast,en,podcast,90,30,2.61,2,info,
gb-en,en,second brain ai,en,pkm,90,90,8.79,23,info,
gb-en,en,notebooklm desktop app,en,nlm-download,70,70,2.85,32,nav,
gb-en,en,notebooklm enterprise,en,nlm-switch,70,20,0,9,nav,
gb-en,en,notebooklm for mac,en,nlm-download,70,70,2.61,35,trans,
gb-en,en,notebooklm for windows,en,nlm-download,70,40,4.35,28,trans,
gb-en,en,notebooklm limits,en,nlm-price,70,50,0,14,info,
gb-en,en,notebooklm vs chatgpt,en,nlm-alternative,70,30,0,0,info,
gb-en,en,private gpt,en,tools,70,70,5.58,12,info,
gb-en,en,ai document analysis,en,rag-docs,50,10,40.06,25,info,
gb-en,en,download notebooklm,en,nlm-download,50,50,2.58,37,trans,
gb-en,en,local rag,en,rag-docs,50,50,6.25,4,info,
gb-en,en,notebooklm for students,en,nlm-switch,50,20,9.31,,trans,
gb-en,en,notebooklm mac app,en,nlm-download,40,20,0,,nav,
gb-en,en,notebooklm privacy,en,nlm-privacy,40,10,0,48,nav,
gb-en,en,notebooklm source limit,en,nlm-price,40,20,0,,info,
gb-en,en,notes to podcast,en,podcast,40,30,12.76,13,info,
gb-en,en,air-gapped ai,en,air-gap,30,30,0,,info,
gb-en,en,is notebooklm private,en,nlm-privacy,30,20,0,,info,
gb-en,en,notebooklm vs obsidian,en,nlm-alternative,30,20,0,,info,
gb-en,en,gdpr compliant ai,en,compliance,20,20,23.45,,info,
gb-en,en,khoj ai,en,tools,20,20,0,,info,
gb-en,en,local notebooklm,en,nlm-switch,20,10,0,,nav,
gb-en,en,notebooklm audio overview,en,podcast,20,10,0,29,nav,
gb-en,en,run llama locally,en,local,20,20,0,8,nav,
gb-en,en,ai for legal documents,en,legal,10,10,143.39,,comm,
gb-en,en,ai without internet,en,offline,10,10,0,,info,
gb-en,en,apps like notebooklm,en,nlm-alternative,10,0,0,,info,
gb-en,en,hipaa compliant ai,en,compliance,10,10,8.31,,nav,
gb-en,en,is notebooklm safe,en,nlm-privacy,10,10,0,,info,
gb-en,en,notebooklm data privacy,en,nlm-privacy,10,10,0,,nav,
gb-en,en,notebooklm for business,en,nlm-switch,10,10,0,,trans,
gb-en,en,notebooklm for research,en,nlm-switch,10,10,1.05,,info,
gb-en,en,notebooklm offline,en,nlm-switch,10,10,0,,nav,
gb-en,en,notebooklm open source alternative,en,nlm-switch,10,10,0,,nav,
gb-en,en,notebooklm vs perplexity,en,nlm-alternative,10,10,0,,info,
gb-en,en,open source chatgpt alternative,en,open-source,10,10,0,,comm,
gb-en,en,soc 2 ai,en,compliance,10,10,109.54,,info,
gb-en,en,tools like notebooklm,en,nlm-alternative,10,10,6.84,,comm,
id-en,en,notebooklm,en,nlm-head,550000,550000,1.28,40,trans,
id-en,en,ollama,en,tools,18100,18100,2.01,45,info,
id-en,en,lm studio,en,tools,5400,5400,1.01,17,nav,
id-en,en,open webui,en,tools,1300,1300,0.83,36,nav,
id-en,en,chat with pdf,en,rag-docs,1000,320,0.62,42,info,
id-en,en,gpt4all,en,tools,720,320,0.68,15,info,
id-en,en,obsidian ai,en,pkm,720,720,2.25,25,info,
id-en,en,open source ai,en,open-source,720,720,1.02,57,info,
id-en,en,ai research assistant,en,research,590,590,2.99,70,info,
id-en,en,jan ai,en,tools,480,480,0.51,17,info,
id-en,en,local ai,en,local,390,390,0.82,39,nav,
id-en,en,download notebooklm,en,nlm-download,260,260,1.15,23,trans,
id-en,en,sovereign ai,en,sovereign,260,140,0,33,info,
id-en,en,notebooklm download,en,nlm-download,210,210,0.88,45,trans,
id-en,en,ai podcast generator,en,podcast,140,110,0.63,,comm,
id-en,en,open source llm,en,open-source,140,140,0.69,,info,
id-en,en,is notebooklm free,en,nlm-price,110,90,0,,info,
id-en,en,notebooklm api,en,nlm-other,110,90,0,,info,
id-en,en,notebooklm for windows,en,nlm-download,110,110,0.55,,trans,
id-en,en,notebooklm plus,en,nlm-price,110,110,1.58,,trans,
id-en,en,notebooklm alternatives,en,nlm-alternative,70,70,1.41,,info,
id-en,en,notebooklm app,en,nlm-download,70,70,1.79,,trans,
id-en,en,onyx ai,en,tools,70,70,2.78,,trans,
id-en,en,secure ai,en,compliance,70,70,4.88,,comm,
id-en,en,ai knowledge base,en,rag-docs,40,40,1.3,,info,
id-en,en,notebooklm podcast,en,podcast,40,30,1.56,,nav,
id-en,en,second brain ai,en,pkm,40,40,2.55,,info,
id-en,en,notebooklm for mac,en,nlm-download,30,30,1.2,,trans,
id-en,en,ai document analysis,en,rag-docs,10,10,6.99,,info,
id-en,en,on premise ai,en,on-prem,10,10,0,,comm,
id-en,en,soc 2 ai,en,compliance,10,0,0,,info,
ie-en,en,notebooklm,en,nlm-head,14800,9900,4.97,52,trans,
ie-en,en,lm studio,en,tools,1000,1000,4.68,18,comm,
ie-en,en,ai podcast generator,en,podcast,210,90,2.95,27,comm,
ie-en,en,open source ai,en,open-source,90,90,3.53,24,info,
ie-en,en,is notebooklm free,en,nlm-price,70,30,0,30,info,
ie-en,en,notebooklm app,en,nlm-download,70,30,9.31,33,trans,
ie-en,en,obsidian ai,en,pkm,70,70,0,,info,
ie-en,en,jan ai,en,tools,50,50,0,,info,
ie-en,en,ai for pdf,en,rag-docs,20,10,1.92,52,info,
ie-en,en,ai research assistant,en,research,20,10,4.84,,info,
ie-en,en,chat with pdf,en,rag-docs,20,10,0,,info,
ie-en,en,notebooklm api,en,nlm-other,20,10,0,,info,
ie-en,en,notebooklm download,en,nlm-download,20,20,0,,trans,
ie-en,en,notebooklm podcast,en,podcast,20,10,2.54,11,nav,
ie-en,en,offline ai,en,offline,20,10,0,,info,
ie-en,en,ai document analysis,en,rag-docs,10,0,21.44,,info,
ie-en,en,ai for legal documents,en,legal,10,0,0,,comm,
ie-en,en,ai without internet,en,offline,10,10,0,,info,
ie-en,en,download notebooklm,en,nlm-download,10,10,0,,trans,
ie-en,en,notebooklm desktop app,en,nlm-download,10,10,0,,nav,
ie-en,en,notebooklm for mac,en,nlm-download,10,10,0,,trans,
ie-en,en,notebooklm for students,en,nlm-switch,10,10,0,,info,
ie-en,en,notebooklm for windows,en,nlm-download,10,10,0,,trans,
ie-en,en,notebooklm plus,en,nlm-price,10,10,8.76,,trans,
ie-en,en,onyx ai,en,tools,10,10,0,,info,
ie-en,en,second brain ai,en,pkm,10,10,6.7,,info,
ie-en,en,self hosted chatgpt,en,self-hosted,10,0,0,,comm,
in-en,en,notebooklm,en,nlm-head,1500000,1500000,0.1,74,trans,
in-en,en,ollama,en,tools,135000,135000,1.28,50,info,
in-en,en,lm studio,en,tools,27100,27100,1.37,30,nav,
in-en,en,open webui,en,tools,4400,4400,2.22,32,nav,
in-en,en,librechat,en,tools,2900,2900,1.85,23,nav,
in-en,en,notebooklm app,en,nlm-download,2900,2900,0.62,62,trans,
in-en,en,open source ai,en,open-source,2900,2900,1.19,36,info,
in-en,en,is notebooklm free,en,nlm-price,2400,2400,1.19,32,info,
in-en,en,notebooklm download,en,nlm-download,2400,2400,0.68,30,trans,
in-en,en,ai for pdf,en,rag-docs,1900,1600,0.46,37,info,
in-en,en,chat with pdf,en,rag-docs,1900,1000,0.4,33,info,
in-en,en,gpt4all,en,tools,1900,1300,3.1,24,info,
in-en,en,jan ai,en,tools,1900,1900,0.67,15,info,
in-en,en,open notebook,en,tools,1600,1600,1.3,48,info,
in-en,en,open source llm,en,open-source,1600,1600,1.01,36,info,
in-en,en,ai research assistant,en,research,1300,1300,0.63,69,info,
in-en,en,local llm,en,local,1300,1300,0.84,28,nav,
in-en,en,offline ai,en,offline,1300,1300,0.39,18,info,
in-en,en,notebooklm for windows,en,nlm-download,1000,1000,0.02,40,trans,
in-en,en,obsidian ai,en,pkm,1000,1000,1.44,33,info,
in-en,en,ai for lawyers,en,legal,720,720,2.33,27,comm,
in-en,en,ai podcast generator,en,podcast,720,590,0.69,11,comm,
in-en,en,notebooklm api,en,nlm-other,720,480,1.73,23,info,
in-en,en,notebooklm pricing,en,nlm-price,720,720,0.98,10,comm,
in-en,en,private ai,en,private,720,720,1.05,25,info,
in-en,en,secure ai,en,compliance,720,720,4.29,16,comm,
in-en,en,notebooklm alternatives,en,nlm-alternative,590,480,0.8,0,info,
in-en,en,notebooklm for students,en,nlm-switch,590,590,0.48,31,trans,
in-en,en,offline chatgpt,en,offline,480,390,0.05,7,info,
in-en,en,ai knowledge base,en,rag-docs,390,390,3.94,22,info,
in-en,en,onyx ai,en,tools,390,390,0.73,18,trans,
in-en,en,private ai chatbot,en,private,390,390,0.36,,comm,
in-en,en,download notebooklm,en,nlm-download,320,320,0.3,32,trans,
in-en,en,run llm locally,en,local,260,210,2.29,25,info,
in-en,en,khoj ai,en,tools,210,170,0.75,,info,
